pin,slack
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_un15_tx_byte_cntr_0_a5_0:A,191453
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_un15_tx_byte_cntr_0_a5_0:B,191343
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_un15_tx_byte_cntr_0_a5_0:C,191257
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_un15_tx_byte_cntr_0_a5_0:Y,191257
CommsFPGA_top_0/ClkDivider_RNO[0]:A,194959
CommsFPGA_top_0/ClkDivider_RNO[0]:Y,194959
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/PARALLEL_2_SERIAL_PROC_p2s_data_8[4]:A,194967
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/PARALLEL_2_SERIAL_PROC_p2s_data_8[4]:B,194864
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/PARALLEL_2_SERIAL_PROC_p2s_data_8[4]:C,190051
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/PARALLEL_2_SERIAL_PROC_p2s_data_8[4]:D,191233
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/PARALLEL_2_SERIAL_PROC_p2s_data_8[4]:Y,190051
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:A,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:B,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:C,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:IPA,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:IPB,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_11_PAD/U_IOINFF:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_11_PAD/U_IOINFF:Y,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_TX_DataEn_7_iv:A,191790
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_TX_DataEn_7_iv:B,193633
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/TX_SM_TX_DataEn_7_iv:Y,191790
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/rx_FIFO_UNDERRUN_int_RNI9TLR:A,6596
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/rx_FIFO_UNDERRUN_int_RNI9TLR:B,6506
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/rx_FIFO_UNDERRUN_int_RNI9TLR:C,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/rx_FIFO_UNDERRUN_int_RNI9TLR:Y,6506
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Wr_corefifo_grayToBinConv/bin_m5_4:A,9203
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Wr_corefifo_grayToBinConv/bin_m5_4:B,9140
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Wr_corefifo_grayToBinConv/bin_m5_4:C,9069
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Wr_corefifo_grayToBinConv/bin_m5_4:D,8936
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Wr_corefifo_grayToBinConv/bin_m5_4:Y,8936
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK0,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK0_PAD,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK1,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK1_PAD,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK2,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK2_PAD,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK3,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK3_PAD,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GL0,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD0_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD1_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD2_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD3_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:LOCK,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_HOLD_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_SEL,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_HOLD_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_SEL,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_HOLD_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_SEL,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_HOLD_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_SEL,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[2],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[3],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[4],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[5],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[6],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[7],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PCLK,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PENABLE,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_ARST_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_BYPASS_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_POWERDOWN_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PRESET_N,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PSEL,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[0],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[1],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[2],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[3],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[4],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[5],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[6],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[7],
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWRITE,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:RCOSC_1MHZ,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:RCOSC_25_50MHZ,
m2s010_som_sb_0/CCC_0/CCC_INST/INST_CCC_IP:XTLOSC,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_gray_1[0]:A,11693
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_gray_1[0]:B,11637
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_gray_1[0]:Y,11637
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:ADn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:ALn,-3547
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:CLK,194071
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:D,194394
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:EN,194314
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:LAT,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:Q,194071
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:SD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/memraddr_r[2]:SLn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/start_bit_cntr_0_i_0_o2_0[3]:A,2513
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/start_bit_cntr_0_i_0_o2_0[3]:B,2441
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/start_bit_cntr_0_i_0_o2_0[3]:C,2379
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/start_bit_cntr_0_i_0_o2_0[3]:Y,2379
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:CLK,2661
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:D,2501
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:EN,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:Q,2661
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE[4]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:ALn,-1211
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:CLK,-531
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:D,1039
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:Q,-531
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/rptr_bin_sync2[5]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:ADn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:ALn,192335
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:CLK,192497
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:D,190029
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:EN,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:LAT,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:Q,192497
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:SD,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/p2s_data[5]:SLn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:CLK,1471
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:D,3559
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:EN,2043
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:Q,1471
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[4]:SLn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_packet_length_13[7]:A,2539
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_packet_length_13[7]:B,1092
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_packet_length_13[7]:C,3583
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_packet_length_13[7]:D,3458
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_packet_length_13[7]:Y,1092
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:A,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:B,194774
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:C,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:CC,192662
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:D,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:P,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:S,192662
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_2_INST/un3_debounce_cntr_1_cry_11:UB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C3/FF_19:EN,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_a4_0_a2_0[3]:A,1079
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_a4_0_a2_0[3]:B,1131
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_a4_0_a2_0[3]:C,1024
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_a4_0_a2_0[3]:Y,1024
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un29_sm_advance_i_NE_1:A,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un29_sm_advance_i_NE_1:B,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un29_sm_advance_i_NE_1:C,40212
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un29_sm_advance_i_NE_1:D,40098
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/ReadFIFO_WR_SM_un29_sm_advance_i_NE_1:Y,40098
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:ADn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:ALn,-5873
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:CLK,4739
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:D,3572
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:EN,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:LAT,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:Q,4739
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:SD,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d2_sync2RX[2]:SLn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:ADn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:ALn,-3547
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:CLK,192418
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:D,196029
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:EN,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:LAT,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:Q,192418
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:SD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[7]:SLn,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_229:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_229:B,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_229:C,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_229:IPA,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_229:IPB,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_229:IPC,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:A,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:B,194774
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:C,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:CC,193938
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:D,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:P,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:S,193938
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/un3_debounce_cntr_1_cry_5:UB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:ALn,-1211
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:CLK,1179
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:D,4739
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:Q,1179
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[5]:SLn,
ID_RES_0/U0_2/U0/U_IOPAD:PAD,
ID_RES_0/U0_2/U0/U_IOPAD:Y,
CommsFPGA_top_0/long_reset_cntr[2]:ADn,
CommsFPGA_top_0/long_reset_cntr[2]:ALn,-2602
CommsFPGA_top_0/long_reset_cntr[2]:CLK,193633
CommsFPGA_top_0/long_reset_cntr[2]:D,193253
CommsFPGA_top_0/long_reset_cntr[2]:EN,
CommsFPGA_top_0/long_reset_cntr[2]:LAT,
CommsFPGA_top_0/long_reset_cntr[2]:Q,193633
CommsFPGA_top_0/long_reset_cntr[2]:SD,
CommsFPGA_top_0/long_reset_cntr[2]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:ALn,-1211
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:CLK,-1079
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:D,3613
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:Q,-1079
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[1]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[2]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[2]:ALn,-4628
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[2]:CLK,9032
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[2]:D,11089
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[2]:EN,11352
